OBJECT_ID,Death_Rate,RF_Rate
1,0.0,0.000532167210506726
2,0.0,0.0005546848605709231
3,0.0005775339301183945,0.001015963879533917
4,0.0,0.00047602658198691705
5,0.0,0.0004488327282326605
6,0.0007869884575026233,0.0004730460593601249
7,0.001939685032097169,0.0008571643751350796
8,0.0,0.0003024643469177265
9,0.0,0.00025107646741051777
10,0.0007078682276068608,0.000723869275848369
11,0.0,0.0002810565103615759
12,0.004698846646732166,0.002562846099033993
13,0.0017730496453900709,0.0009102086930241047
14,0.00026949335249730504,0.00043600848647300423
15,0.0,0.0004478094549763889
16,0.0002523977788995457,0.00032863825625049095
17,0.0,0.0002673131488746958
18,0.0,0.0010404821776205605
19,0.00033350008337502084,0.00040794429368618885
20,0.0006025306286402892,0.0005811530593143898
21,0.0,0.0003644922298085183
22,0.00029717682020802375,0.0007392164327886829
23,0.001928211213289825,0.00142353130043686
24,0.0038022813688212928,0.0019302045679857364
25,0.0006404098623118795,0.0010217011789542014
26,0.00039474723019026814,0.001067311631603708
27,0.0,0.0002557514011859315
28,0.0003629764065335753,0.0008988934841145364
29,0.0,0.000489384892145387
30,0.0014068756538364417,0.0010112033835120919
31,0.00011322463768115942,0.0004180221072411204
32,0.001466992665036675,0.0014385679577276077
33,0.0,0.0003457835225032198
34,0.0006550933508024893,0.001151871244643779
35,0.00022799817601459188,0.0005311704301954034
36,0.0009182736455463728,0.0008528280145305628
37,0.0,0.0003462807332055245
38,0.0,0.00023582659848021627
39,0.0008131183087139179,0.0007884517786316299
40,0.0013149243918474688,0.0009484116026945372
41,0.0009494619715494553,0.001381041160322499
42,0.0,0.00041890769249489015
43,0.0,0.00043486047743390726
44,0.0,0.0002268729241678602
45,0.00020916126333403055,0.0007855055576521957
46,0.000308012166480576,0.0006685566492879504
47,0.00013708019191226866,0.0008398115463578136
48,0.0,0.0004273749704544923
49,0.0,0.0004559426078622311
50,0.0,0.0002925961649948876
51,0.0,0.00039970299155558107
53,0.00042579075425790754,0.0005148546814747339
54,0.003761574074074074,0.001665943015114214
55,0.0,0.00047017758935186533
57,0.0011441647597254005,0.0009473086405597232
58,0.00011592858798979828,0.0006530501130615312
60,0.00023864449924429243,0.0004029889674840287
61,0.0002418379685610641,0.0007117876398255795
62,0.0,0.00021606730604971217
63,0.0,0.0003490503340399998
64,0.0,0.0002706332966000341
65,0.0003261844573106092,0.0006846758124857238
66,0.0,0.0003129890158692018
67,0.00035307172399878946,0.0009938138992024738
68,0.0012458471760797341,0.001227417356615407
69,0.000671591672263264,0.0007956919443797435
70,0.00034071550255536625,0.0005867715905744065
72,0.0007754943776657619,0.0009842205363228733
73,7.695267410542516e-05,0.0002846834086386808
75,0.0,0.0004642824630165057
76,0.0008046575472144649,0.0005956234904335976
77,0.0,0.0005304799960554219
78,0.0010604453870625664,0.0007303921790647759
79,0.0009013881377321074,0.0007796710261821331
80,0.0005681818181818182,0.000716232384186113
81,0.00037376191366099795,0.0003361464674707096
82,0.0003187504980476532,0.0006600860805733142
84,0.00013385984873837093,0.0003373714252591265
85,0.0004426737494466578,0.0005605807464586103
86,0.0008362427612735977,0.0009036321546451063
87,0.0002873012832790653,0.0005469890215579634
88,0.001459079453508423,0.0009278242769875108
89,0.0010166734444896298,0.0008740945146741987
90,0.0005104645227156713,0.0005392792758254378
91,9.534706331045004e-05,0.0006393061345857934
92,0.00048343148457414084,0.0008887786481824626
93,0.0003348961821835231,0.000538432624380929
95,0.0006351039260969977,0.0007605999908278504
96,0.00028690288337397793,0.0006958782786863906
97,0.00015634771732332708,0.0002881255333447564
98,0.0010121457489878543,0.0009482815543947529
99,0.00016880486158001352,0.00044538686712719056
100,0.0,0.0005513639678896959
101,0.0009104465897496271,0.0008626900880735897
102,0.000620989443179466,0.00047694378458544367
103,0.001216915120170368,0.0008654418932014927
104,0.00018355359765051394,0.0005720090428888993
105,0.0006775067750677507,0.0007649656986486881
106,0.00036027380809415153,0.0007183074743218551
107,0.00023408239700374532,0.0006306765543443151
108,0.0029558591697320022,0.001493938404419959
109,0.0,0.00046205424762813435
110,0.0007018775223723461,0.000753333583408995
111,0.0005838563713326521,0.00043636359469927414
112,0.0006932409012131716,0.0010154273012907662
113,0.0013518080432578573,0.0007467526368876235
115,0.0008511040711144735,0.0007344643902808169
116,0.0005955926146515784,0.0005722962927249001
117,0.0,0.0006081509636851005
118,0.0004797313504437515,0.0006097316285173182
119,0.0003992547245142401,0.0006229789065166115
120,0.00043649061545176777,0.0004992635263496783
121,0.0,0.00038926245408195734
122,0.0004618404341300081,0.0006185079456042867
123,0.00035561877667140827,0.0006928735176447616
124,0.0002522704339051463,0.0006182418144251063
125,0.00035257822829440284,0.0006385270586834658
126,0.0003601656762110571,0.0010920477371169346
127,0.00034246575342465754,0.0013607915461817982
128,0.005169442848937392,0.0021491842696155228
129,0.0011500862564692352,0.000976819987464218
130,0.00034390260678175943,0.000760083902453686
133,0.00034717400361060965,0.00041787582533893576
135,0.0005344735435595938,0.0009507868176190007
138,0.002029169308814204,0.0016666988745707456
140,0.0029577843506318905,0.0016816572024903253
141,0.0012296964946893326,0.0014190287469799075
142,0.0016092693916961698,0.0009878539239516308
143,0.00066711140760507,0.0007773963273741667
145,0.0007878668505022651,0.0003992590976834391
146,0.0023914863087408826,0.001719145038141501
147,0.001553302812295618,0.0009058514077319713
148,0.000448681996634885,0.0009967284981120192
149,0.00016638935108153079,0.0005053046585530192
150,0.001013953937521124,0.0012047066792220103
151,0.0008833597114358276,0.0006851359152586573
152,0.00010456969570218551,0.0006382831681866267
153,0.0030808352486674166,0.001697938862033741
154,0.0004173042147725692,0.0007902964954924191
156,0.0033271719038817007,0.0015482856924973582
157,0.0005009183503088997,0.0008031540450964236
158,0.001644736842105263,0.0013358816989012484
159,0.0014265335235378032,0.0009032630534140094
160,0.00018129079042784627,0.0009074753397805618
161,0.0005765682656826568,0.0006901410873196057
162,0.00012727504136438844,0.0007716436342022511
163,0.0037238811116474726,0.0018948895463118173
164,0.0009475080538184574,0.001295753593184533
165,0.0,0.0005019540440457244
166,0.0017979962090441375,0.0016122694558581884
167,0.0008950548221078541,0.0010140505403493935
168,0.0004411116012351125,0.0006196530227223985
169,0.0004601932811780948,0.0009632745776683936
170,0.0006106870229007634,0.0005284437828584421
171,0.0,0.0005813473371134799
172,0.0014517690074201527,0.000884457867461034
173,0.0004075394803871625,0.0007787336167902075
174,0.001102049812651532,0.0008081657817790751
175,0.0019323482911404758,0.0015069077242770472
176,0.0036305676082529,0.0015861634303590394
178,0.001054728700339857,0.0008294826604400509
179,0.0005576800509878904,0.0007560667819667913
180,0.0005873370139786209,0.0004975307798439713
181,0.001937830161131905,0.0014698792062506464
182,0.00013287270794578793,0.0007048888418883329
184,0.0013297872340425532,0.0009546104533616016
185,0.0015694480774261052,0.0013002572005720028
187,0.0,0.0006987322579458331
189,0.001298974863081028,0.001025218499302447
191,0.0004178156597309267,0.0007206011638106617
203,0.0009231285666330984,0.0013710860628436457
207,0.002127562225475842,0.0014823077113389918
223,0.000822143052891203,0.000834211547099164
225,0.0010022550739163117,0.0009311497424729904
231,0.0010133423408208073,0.0008586084651556423
233,0.0009987840889352094,0.0009579530875211479
236,0.0028664289261048164,0.001666656941562485
237,0.0007849293563579278,0.0007816856709903776
238,0.0016161616161616162,0.0012075905816482436
239,0.0005806451612903225,0.001131464240689895
243,0.0,0.0004570965771035513
244,0.0004837344297980409,0.0008628252056761205
245,0.0,0.0005633595243363525
246,0.00044279625837161677,0.0008310705370544309
247,0.0014508523757707653,0.0007484619403186713
250,0.0007048458149779736,0.0008722925003197934
256,0.0005715918833952558,0.0008916442076279302
257,0.001276945060958925,0.0011542278336731987
258,0.0006249609399412537,0.0009694753286413291
259,0.0002603601648947711,0.0008491348717647736
260,0.001293103448275862,0.001250468444970654
261,0.001296555762353876,0.0012871149633316306
262,0.0,0.00038468693179564305
263,0.002051983584131327,0.0015253829341540404
264,0.0,0.0008009885186899765
265,0.0014295925661186562,0.0016148346810882415
266,0.000948252506095909,0.001080897507735022
267,0.0006482748685442628,0.0008640495842588183
268,0.0006510416666666666,0.0013584348816340608
269,0.0004489337822671156,0.0005308283422986065
270,0.0,0.0004468819225589549
271,0.0026510313866635704,0.0020474190345509697
272,0.0022271714922048997,0.001629510185771789
273,0.00021355353075170843,0.0008546172010450749
274,0.0006842619745845552,0.0011261470012226785
275,0.0006616674018526688,0.0012059000556775491
276,0.001922006979920085,0.001070898682122715
277,0.0007704160246533128,0.000440831613033478
278,0.0009941705454381128,0.0007765139163742685
279,0.0005792304509722797,0.0010140177703613668
280,0.0012636080870917575,0.0014111681511951512
281,0.00203432930705658,0.00150031773573125
282,0.0006680261584979959,0.00136063466122349
283,0.001586241442644849,0.0013725495521569875
284,0.001229386578489974,0.0015473153968376034
285,0.002389319740758808,0.001719411582886357
286,0.0011170158751650137,0.001457243588035257
287,0.0,0.00029940323625143753
288,0.0046387405116671354,0.00252849246169611
289,0.0,0.0007422105948745617
290,0.001778003556007112,0.0017553073538548103
291,0.0,0.0003038454946489642
292,0.0016743407283382169,0.001577974455591064
293,0.0022437552122632144,0.002110547809441074
294,0.00037230081906180194,0.0006674784846703063
295,0.0,0.00035224145021388906
296,0.0015517125059032542,0.001377561040516083
297,0.0,0.0006072409603289092
298,0.001566579634464752,0.0017936767933315785
299,0.0027000142106011083,0.001788619126038552
300,0.0004610419548178884,0.001150824009710865
301,0.0009243425613532375,0.001582791716961399
302,0.0024838549428713363,0.0015787341981659201
303,0.0,0.00033578567435512465
304,0.0007363228039172373,0.0012226044014500015
305,0.0008905852417302799,0.0011552016978601811
307,0.003997668026984259,0.002003431495669084
308,0.0006197066721751704,0.0010322526720527828
309,0.003776978417266187,0.0018142655470439776
310,0.0,0.0006692085043432237
311,0.0014057636308866352,0.001238721395432363
313,0.0009802720254870727,0.001443865861909343
314,0.0032883202294031934,0.0022076308735661577
315,0.0003910221318526629,0.000895705292986862
316,0.004432757325319309,0.0025073759864460963
317,0.0010254907705830648,0.0014592623149328105
318,0.0011675961346422701,0.0015124581400392247
319,0.0002576655501159495,0.00043233327385447254
321,0.0,0.00037884850072789176
322,0.0005364395739137098,0.0010236256649456845
323,0.0012639319774790303,0.0013455030205170187
324,0.0,0.0004373824316201613
326,0.0012179014357514108,0.0015271822951144808
328,0.0,0.000568467926283372
329,0.0004972032318210068,0.0008049667458666247
330,0.0,0.0003239799864887125
331,0.0007757951900698216,0.0010819176076705753
332,0.0003883495145631068,0.001147198686842086
333,0.00017205781142463867,0.00036168767704632495
334,0.0005209690023443605,0.0008297053184629265
335,0.0005827834489500498,0.0013969578424177622
336,0.0010894125242091673,0.0011963741688292447
337,0.0002977963073257892,0.0009074572358607156
338,0.00030264511833424126,0.0011181890339974025
341,0.0015749109832922487,0.001566137005750639
342,0.002960748101896638,0.0023112377976804758
343,0.0022215782864870087,0.0020360257941925077
344,0.0,0.00036503297487746174
345,0.0035884052567806877,0.002243854470699374
346,0.003017976643485107,0.0022520559748383582
348,0.0026964414568379476,0.002279650641427812
349,0.002827604488822126,0.0019861281615045144
352,0.002484472049689441,0.0019496412033086098
353,0.0018241618529062215,0.0017351568004532595
354,0.0023453729142933724,0.0022727282985106237
356,0.002629059218747464,0.0022664101641086017
357,0.003927447792394265,0.002268985108063407
359,0.0011867088607594937,0.0010081145885868594
361,0.0009478672985781991,0.0011414705301658985
363,0.0012641337172554252,0.0013237362254683019
364,0.0023997257456290708,0.0018288229997572602
368,0.0013803488518007278,0.00125284916013429
370,0.0014007308160779537,0.0015455690632900994
371,0.0010418992334598498,0.0013239623248686798
378,0.0013532151872381398,0.0011937339835471736
381,0.004420703628660895,0.002095458300681871
390,0.0006046863189720333,0.0011559336975150106
399,0.0022709056906224955,0.0015167719775701738
400,0.0003762227238525207,0.00039972338804031575
409,0.00029886431560071725,0.0008424945861103767
433,0.0004901617533786149,0.0006901892111427959
434,0.0,0.0003305212434866386
437,0.0,0.0005360180985082762
462,0.00031279324366593683,0.0005565143026650616
468,0.0008631851532153647,0.0006869858823132989
470,0.000641025641025641,0.0005936580131098618
472,0.0004185851820845542,0.00044554462217173164
473,0.0,0.0009424797024081329
474,0.0003176620076238882,0.000609463976025659
475,0.0,0.00030797014858490807
477,0.0003822142948146261,0.0005222050680897882
480,0.0005347593582887701,0.0006703862644121078
481,0.004307116104868914,0.0015477833909342089
482,0.0005002501250625312,0.0007484116345511662
483,0.0002700756211739287,0.0005425444794429595
484,9.153318077803204e-05,0.0005973242510297318
486,0.0014137176213060926,0.0018293162924745477
487,0.0012781037587869634,0.0017265146160406553
488,0.0030257186081694403,0.0023792067088320395
489,0.00299561752251336,0.0021783579335246063
490,0.0023625353134984735,0.0022427918010322913
491,0.0019699167748339313,0.0019416615398861123
492,0.0015170670037926676,0.0013006452272349303
493,0.0006148800983808157,0.0004227954698943494
494,0.0,0.0003563920841263365
495,0.0005330490405117271,0.00047982892511226
496,0.0003145247530980688,0.00047666483499217075
498,0.003204194581998252,0.0018559494647974488
499,0.0010380411552787447,0.0011578917637470566
508,0.001445086705202312,0.0019975132630810043
509,0.0006511476477291225,0.0006136240122574725
512,0.0008219499784727387,0.0009173186934088658
514,0.0014501879519911462,0.0013321213724533988
515,0.0032263447738777326,0.0021274439850567563
519,0.002976899261728983,0.0015254258216965916
525,0.00023299161230195712,0.0007948680037165264
528,0.0005209011590050788,0.0010913886508218782
529,0.00043878894251864854,0.000715795595279943
530,0.00038031851675778466,0.0006915236362641457
531,0.00298971537909591,0.0014571570617767213
532,0.0004143646408839779,0.0006800706120926966
533,0.0009851731441800897,0.0015287485421084082
534,0.0005618766680713583,0.0010479815638658081
536,0.0004878048780487805,0.0009734177454214751
537,0.003960676143998868,0.0015760559086570862
538,0.00016877637130801687,0.00029229883537112457
539,0.0015508455800900967,0.0010956140716791255
543,0.0014387195396097473,0.0015055309552290761
544,0.0,0.0003585006346937593
545,0.00016420361247947455,0.0008465288163086407
546,0.0002672367717797969,0.0010843548053351584
547,0.0002247696111485727,0.0004928737541759884
550,0.003354785704504998,0.0017867496335495711
551,0.0010413204829954582,0.0010049380134906406
553,0.00013248542660307367,0.0008830232233629545
554,0.0009973956890341885,0.0011403015134645801
555,0.0003966679888932963,0.0007351343063893475
556,0.00047185998627316403,0.0004497539657640313
561,0.0012410369553226695,0.0012070355351829533
562,0.0013907187820231298,0.0014448905125834341
563,0.0010208711433756805,0.0009721547441280489
565,0.0010866612333604998,0.0010476237155145171
52,,0.00022370623382931401
56,,0.000277904522052977
59,,0.00032417948379539964
71,0.0071114559089733645,0.0008265627482148959
74,,0.00033037531395989394
83,,0.0004711213627650602
94,,0.00048324932519694505
114,,0.0005013058073776735
131,,0.0006612677469182202
132,,0.00035784140205982436
134,,0.0008107146848529102
136,,0.0012942372375809627
137,,0.0011074907427435707
139,,0.0011996317056220801
144,,0.00044593200837464756
155,,0.0011518390675365469
177,,0.0008424899900077542
183,,0.0005203626697642333
186,,0.000605240828295058
188,,0.0007587504666327849
190,,0.0012127283302115815
192,,0.00067825673890844
193,,0.0012199202797486342
194,,0.0008626716197877758
195,,0.0010605821046322868
196,,0.0008965406144118565
197,,0.0006455766573512974
198,,0.0013142826045000762
199,,0.0007742997795459286
200,,0.0007516489120833987
201,,0.0009163728904896929
202,,0.0011720944832285323
204,,0.0007446349372638848
205,,0.0011849793995861253
206,,0.0008199276047718779
208,,0.0016902917493839102
209,,0.0006556787342145495
210,,0.0010961663963624793
211,,0.0014882388979469375
212,,0.0012755115734913041
213,,0.000960577350874722
214,,0.001315063435743089
215,,0.0010698840846364685
216,,0.0015486594290054136
217,,0.001132583028582569
218,,0.0012678894891723132
219,,0.0015346257522403052
220,,0.0007901649570061579
221,,0.0010651288091799301
222,,0.001222078322191641
224,,0.0009922762422141693
226,,0.0007193684577571115
227,,0.000570122224750377
228,,0.0009748614431679917
229,,0.0009354320063959186
230,,0.0012593473650859223
232,,0.0015151688373071794
234,,0.0008954864679885521
235,,0.0006619843264203566
240,,0.0014762391949950362
241,,0.000573017303461617
242,,0.0005497197204002223
248,,0.0012273856365024685
249,,0.0012041980250603892
251,,0.0009588482858030284
252,,0.0008629698816102801
253,,0.0010893993332272047
254,,0.0011734524107005597
255,,0.001017681543920638
306,,0.0005035290009285156
312,,0.0004704956885830073
320,,0.000948236603471792
325,,0.0007346272660628765
327,,0.0010488471322509952
339,,0.0005449363494761202
340,,0.0010736756796356447
347,,0.0005124712127668565
350,,0.0005115266075308258
351,,0.0014123365561410383
355,,0.001627037302294445
358,,0.0019449827590014106
360,,0.0005548004344912874
362,,0.0018423934329958528
365,,0.00086679101019545
366,,0.0012819164093020494
367,,0.0014810534566876011
369,,0.0015467476426378052
372,,0.0016871608558533175
373,,0.001314838468264654
374,,0.0015511519087383471
375,,0.0017605335622839118
376,,0.0007807766577142465
377,,0.0013654165592336437
379,,0.001370499999222657
380,,0.0008800194249336784
382,,0.0015157174493438692
383,,0.0015959223366135264
384,,0.001468076782858801
385,,0.0013481149766022594
386,,0.0010770373524623153
387,,0.00218550295376069
388,,0.0017060374819471834
389,0.00902844359220198,0.0017360217205496767
391,,0.0013569996296109704
392,,0.0013454947008245204
393,,0.0014083834600837593
394,,0.0014697150719026706
395,,0.0015421872419381765
396,,0.00036113184789777147
397,,0.0020971649600354083
398,,0.001692321287542049
401,,0.001459737875634474
402,,0.001422296469102736
403,,0.0015207125741192307
404,,0.001463722425779311
405,,0.0016916204823408225
406,,0.001779580523632441
407,,0.00139088203172908
408,,0.0016882294161483051
410,,0.0006676320322411473
411,,0.0014779338485666853
412,,0.0014319300596578603
413,,0.0020401663498124992
414,,0.0013052701790902696
415,,0.0005742793323072932
416,,0.0016870667840938943
417,,0.0012968576222003232
418,,0.001228347987187578
419,,0.0014421293663007496
420,,0.0018455544866382882
421,,0.0012817508851912468
422,,0.0007514558877156408
423,,0.001870161401240233
424,,0.0013134080993109814
425,,0.0019128193589069346
426,,0.0010323811013254183
427,,0.0015639304139687797
428,,0.0017914678586886709
429,,0.0013605331906345619
430,,0.0013430819246469901
431,,0.0015003768560239977
432,,0.0007938455697079996
435,,0.001482233564605034
436,,0.0012906884285852603
438,,0.001118388619462346
439,,0.0017073328358148624
440,,0.0012484888791569008
441,,0.001499955442365264
442,,0.001275552930559505
443,,0.001637664386972194
444,,0.0015486213592058866
445,,0.0016955708965034728
446,,0.0008427293027903045
447,,0.0012850235891360214
448,,0.0017980284243505334
449,,0.0009078579954993321
450,,0.0012664795795378845
451,,0.0008564561750651968
452,,0.0015110550315423174
453,,0.0010536740845252385
454,,0.0015132394752757712
455,,0.0012207220411436521
456,,0.0011738920351972478
457,,0.0009610694454348919
458,,0.0014726194764017359
459,,0.0010662231600142285
460,,0.0010846578260067137
461,,0.0009624161291927928
463,,0.0011659811485504783
464,,0.0011081771573152703
465,,0.0008957014504874548
466,0.01933097999663809,0.000800658247244907
467,,0.001619931648682067
469,,0.0007076204145208399
471,,0.0010706611763061406
476,,0.000775886707204994
478,0.0,0.0007114606486048181
479,,0.0006472689837032284
485,,0.0011994991390793007
497,,0.0005370406624556387
500,,0.00046056532265980487
501,,0.000722746022927843
502,,0.0012900196378017265
503,,0.001543520269443369
504,,0.0007286168604722505
505,,0.0014286397738849082
506,,0.0005049971276755528
507,,0.0017941062921328576
510,,0.001687523688134247
511,,0.0013251202035117295
513,,0.0011276705580372354
516,,0.0010434938498438712
517,,0.0014131259390608377
518,,0.001437603780738534
