Over65_Pct_ShapEffect,Minority_Pct_ShapEffect,BelowHS_Pct_ShapEffect,Med_Gross_Rent_ShapEffect,PD_ShapEffect,Job_Pct_HRisk_ShapEffect,PM25_ShapEffect,Ozone_ShapEffect,CrowdHouse_Pct_ShapEffect,Unemployed_Pct_ShapEffect,OBJECT_ID
0.0011305065128000178,0.000696749526350297,0.00095834977228834,0.0010361373955609806,0.0009897551766595931,0.0009857451839493634,0.0010107090221092663,0.000986067248744028,0.0011446436898774727,0.0009842409321301592,1
0.001061866098001572,0.0010058058683197607,0.0009497655645407381,0.0009594883194241815,0.0009787319903250735,0.001070747894341178,0.001013840403011098,0.000984033840380271,0.0009168668311585776,0.0010042753010312637,2
0.001071272913628161,0.0010911701595866183,0.0010708220856671916,0.0009515637588585098,0.0009360113619612699,0.00108247103178014,0.0009904984682983181,0.0009199468966669781,0.0011238825196369059,0.0011690619334126157,3
0.0010526075197551457,0.0008386052611169799,0.0010098665670119115,0.000962309445748289,0.0010881219249581032,0.0010773836743923559,0.0009918981901052642,0.0009639306882468067,0.0009127753721928668,0.0009692651884219848,4
0.0011198198930272882,0.0007130079334052544,0.0010985566466759865,0.000983385758410021,0.0009944138693161193,0.0010105623714343978,0.0010051185614560253,0.000934952064322389,0.000938675807233114,0.0010410770729148563,5
0.0010882091526779156,0.0007228961442014513,0.001076266886664891,0.0009569818077477559,0.0010902998563269704,0.0010798898608880745,0.0009931312585763448,0.0009063449989144759,0.0009240637251068716,0.0010256996182181673,6
0.0010971891610154375,0.0008830792623632641,0.0010827798114437014,0.001003048886098619,0.000995827557358581,0.0010224871753041877,0.0010931897379972064,0.0010431946197508482,0.0009687833338238528,0.001058322079942174,7
0.0011347327861738119,0.000628548347111799,0.0009548281012078918,0.001003410147708477,0.0009831755571803268,0.0010652733487548263,0.0009730158182746556,0.0009027139205019823,0.0009289149727786115,0.001118588597188135,8
0.0011278525205386497,0.0006359882888785388,0.0009505229734233143,0.0010088678758358276,0.0009288762800813518,0.0010700959973208492,0.0009790975220452765,0.0009072214206134479,0.0009345438211824146,0.0010987470174536388,9
0.001081834016722712,0.0011182411006286338,0.0010632997255086824,0.0010195313944470815,0.0008802666217585472,0.0009937212003698443,0.0010925595517840927,0.0008847380900441934,0.0010213697004156684,0.0009590451241317052,10
0.0011151800408144292,0.0006552782782855214,0.0009491432232904833,0.0010484670939015167,0.0009869655793543475,0.0010733156709424774,0.0010074725500038848,0.0008953759860530672,0.0009343852769977777,0.0010062100606808614,11
0.0011222866613747014,0.0012706230424016174,0.0018264556998997187,0.001018643140064159,0.0010257020816074273,0.0011541874312797412,0.001130604557948993,0.0010405448732851194,0.0013519771808252184,0.0010125586803100834,12
0.00109637862683644,0.0008005986445459921,0.0010839507355192848,0.0010161632579821424,0.0009014250378955047,0.001111860073261574,0.0011148499744508744,0.0009289622482621976,0.0011982766564803667,0.0010484806877525212,13
0.0010791037953621595,0.0008229330926652206,0.0009530021507252813,0.0010065603389118236,0.0009518775804996981,0.001084673134677543,0.0010581723598479403,0.0009119964049909134,0.0009272478768643923,0.0010311790018908244,14
0.001084737466903737,0.0005526695604210965,0.0009223404413483738,0.0010455477135638128,0.0010952407506125274,0.0010663415959430388,0.0010366016082164543,0.0008988923164049366,0.00102063378289414,0.001115541468631066,15
0.0010780377465645107,0.0006879156947806838,0.0009618335419011466,0.000999787240707337,0.0009046265999841947,0.0010347189453545633,0.0010636548619102554,0.0010021028392719106,0.0009464258819233012,0.0010402721538153802,16
0.0009914670913706617,0.0007011317882771781,0.0009455103870209092,0.0010055171938009896,0.0008706770896438657,0.0010728805835349138,0.001004874346900229,0.0009916903238050905,0.0010340905162436551,0.0010402110782399964,17
0.0011016663904972618,0.0011490114512338065,0.0010792895668684062,0.0009130090650142694,0.0011110005852788315,0.0009801881575075427,0.0010727559449298359,0.0009918326389552507,0.001012315080284174,0.0010201505470139774,18
