OBJECT_ID,Death_Rate,XGBOOST_Rate
1,0.0,0.0005342322401702404
2,0.0,0.0010957317426800728
3,0.0005775339301183945,0.001932060462422669
4,0.0,0.0006923745386302471
5,0.0,0.00040180832729674876
6,0.0007869884575026233,0.0004423207719810307
7,0.001939685032097169,0.00035883596865460277
8,0.0,0.0002714573929551989
9,0.0,0.00031547274556942284
10,0.0007078682276068608,0.0007884989609010518
11,0.0,0.0003195050230715424
12,0.004698846646732166,0.0009597238968126476
13,0.0017730496453900709,0.0005477783270180225
14,0.00026949335249730504,0.0007463621441274881
15,0.0,0.000753430591430515
16,0.0002523977788995457,0.00032751093385741115
17,0.0,0.0002652255352586508
18,0.0,0.0019199998350813985
19,0.00033350008337502084,0.0004759528674185276
20,0.0006025306286402892,0.0007603874546475708
21,0.0,0.0008265100186690688
22,0.00029717682020802375,0.0009435447864234447
23,0.001928211213289825,0.0015651575522497296
24,0.0038022813688212928,0.0010459289187565446
25,0.0006404098623118795,0.0010132185416296124
26,0.00039474723019026814,0.00127213797532022
27,0.0,0.00026148674078285694
28,0.0003629764065335753,0.0014298871392384171
29,0.0,0.00047271151561290026
30,0.0014068756538364417,0.0008448787266388535
31,0.00011322463768115942,0.0006868808413855731
32,0.001466992665036675,0.0012308834120631218
33,0.0,0.0004600309766829014
34,0.0006550933508024893,0.002312247408553958
35,0.00022799817601459188,0.0007462666253559291
36,0.0009182736455463728,0.0007515166653320193
37,0.0,0.0007143357652239501
38,0.0,0.00028627386200241745
39,0.0008131183087139179,0.0009590659174136817
40,0.0013149243918474688,0.0009012609370984137
41,0.0009494619715494553,0.0017073971685022116
42,0.0,0.0006780707044526935
43,0.0,0.0005305511876940727
44,0.0,0.00032968330197036266
45,0.00020916126333403055,0.0013868120731785893
46,0.000308012166480576,0.0008484958671033382
47,0.00013708019191226866,0.0013344279723241925
48,0.0,0.000515354098752141
49,0.0,0.0009777594823390245
50,0.0,0.00027994203264825046
51,0.0,0.00050809868844226
53,0.00042579075425790754,0.0009158997563645244
54,0.003761574074074074,0.0008272671257145703
55,0.0,0.0006299148080870509
57,0.0011441647597254005,0.0011772948782891035
58,0.00011592858798979828,0.0009590765694156289
60,0.00023864449924429243,0.0004374356067273766
61,0.0002418379685610641,0.001253858208656311
62,0.0,0.00031547274556942284
63,0.0,0.0003659834328573197
64,0.0,0.0005135925603099167
65,0.0003261844573106092,0.0007698770496062934
66,0.0,0.00033407413866370916
67,0.00035307172399878946,0.0010593822225928307
