Over65_Pct_ShapEffect,Minority_Pct_ShapEffect,BelowHS_Pct_ShapEffect,Med_Gross_Rent_ShapEffect,PD_ShapEffect,Job_Pct_HRisk_ShapEffect,PM25_ShapEffect,Ozone_ShapEffect,CrowdHouse_Pct_ShapEffect,Unemployed_Pct_ShapEffect,OBJECT_ID
0.001280719242023194,0.0006565647562133447,0.0010792801936694164,0.0011553967015540407,0.0010513716395367336,0.0010416196885477942,0.0011302168874495562,0.0010764818618795827,0.0012628409457090923,0.0009848342653118309,1
0.0012525121948227095,0.0010713733393656701,0.00101181852304088,0.0010820085736514713,0.0010503866621735896,0.001167746204192266,0.0011014733807560462,0.0010084265866124162,0.0010144673579050533,0.0010402018697164245,2
0.0012192971381703218,0.0012331822179525046,0.001154988309499559,0.0010880402319031939,0.0010169083082731648,0.0012132055767347888,0.0010859200667943812,0.0008445906198085029,0.0012470361179116494,0.0013359413060936671,3
0.0012521252112514876,0.0008764001379753825,0.0011732511378212225,0.0010464625973293767,0.0012009887151753285,0.001175106921881361,0.001101906061993772,0.0009362636769879168,0.0009889521699565351,0.0009012730316217174,4
0.0012630115713971538,0.0006840487872220734,0.0011596629037086805,0.0010848433471212452,0.0010291421215877508,0.0010133940191562954,0.0011048993156537238,0.0010151316247584861,0.0010104577540366118,0.0011363101840845583,5
0.001311903138902322,0.000594068992965293,0.0012203456552255917,0.001032774680043948,0.0012074983694030008,0.0012348957864473608,0.0010950605673782153,0.0010020706065782083,0.0009738503558622821,0.0011628066418900946,6
0.0013742387496601593,0.0008941272996489521,0.0011884522435321259,0.0011486602654652487,0.0010846277773271574,0.0010978626450068563,0.0012603949696550674,0.0009541225212484052,0.0010042115270753357,0.0012620970935968692,7
0.0012446055069709927,0.000568504610904951,0.0010587969736102635,0.0011240287860554662,0.0010560639578087155,0.0011887252073826563,0.0010273099735008532,0.0010096437920443845,0.0009965968143833754,0.001282314512173629,8
0.0012415837368434067,0.0005831889901278248,0.0010396445160744225,0.0011308514299415181,0.0010117085229659922,0.0011835647558559768,0.0011003133032616388,0.0010056877136760175,0.000998444792344728,0.0012476449333563037,9
0.0012682435137664164,0.0011912686201832638,0.0011645298447790777,0.0011283459773541085,0.0009686034253242999,0.0011133730154796663,0.0012514614211507685,0.0008009997642105383,0.001075266674340945,0.0009244304254205979,10
0.001297890866606032,0.0006722192063726277,0.001044921518090935,0.0011351809135578988,0.0010525267111603492,0.0011894786350383534,0.0011734570182299691,0.0009730863011083007,0.0009969598132169757,0.0010417181169589842,11
0.0014331074737443652,0.0015121266075766263,0.00171204456553106,0.0011120610916893568,0.0011668907448498893,0.0012751399967154088,0.0015203527859032444,0.0012226437938049621,0.0018483064562491184,0.0010363889936202762,12
0.0013921346018859109,0.0008044843887860967,0.001222973664808474,0.0011475599476640792,0.0009585595908049131,0.001216459249371362,0.001373094990612765,0.0009266486856584211,0.0013960865092782376,0.0011906141310001948,13
0.001325542681811182,0.0008462320907408622,0.0010593565554910655,0.0011362154348462411,0.0010804855989060907,0.0011959064615597362,0.0012178561615426226,0.0008956729502502559,0.0009959803313925866,0.0010932226553170576,14
0.0012839890468931826,0.0005147924749271142,0.0010235037452925495,0.001084365527419458,0.001209238252205675,0.0011752846135406289,0.001133672548064124,0.0009572677160522178,0.0011385217410024144,0.0012893307293720797,15
0.0012186069523929418,0.000571281549603002,0.0010558412948349777,0.0011368481325311828,0.0009869236884995855,0.0011317456227313409,0.0011892900230709874,0.001119019237208433,0.000994866259358882,0.0011935006346186086,16
0.001028055060756641,0.0006657899685989402,0.0010553517495110914,0.0011204296126961766,0.0009611632821396786,0.0011685508028847643,0.0011203106524744566,0.0011075334580276837,0.0011451994203199507,0.001164212960055347,17
0.0012038359284746503,0.0012362650396477814,0.0011713094915283297,0.0009646909930470772,0.001207646157467097,0.0009657933487588382,0.0011772085014737433,0.001120359564153172,0.0010564968221288304,0.001110537665251377,18
0.00128700481881994,0.0006613634717732527,0.001110183008562281,0.0010896920718304456,0.0012212587255790493,0.0011647718732916946,0.0011711745787077162,0.0009546774057117247,0.000951596208952342,0.0011278796387112799,19
0.001043686405375279,0.0011715598722707935,0.0011833438561802499,0.0011177838483662193,0.0009703247774280658,0.0011924830682227708,0.0011378210885173916,0.0009205170965722835,0.0011278973543945511,0.0010368080535743632,20
0.001283129408156271,0.0008958547180847465,0.001178561438793347,0.0010477216926866291,0.0009947332105588115,0.0010623041033666835,0.0011199144178700062,0.000930247472552508,0.0010219456645381016,0.0012140149462573377,21
0.001282532558984394,0.0012375052628303624,0.0011745243802111461,0.001064791313885571,0.0012199150803114194,0.001098971287269591,0.0012174986417520842,0.000781610712897797,0.0011206176618248835,0.0008663905470967193,22
0.0013373427162898558,0.0012329166266503528,0.0012041812395664805,0.0010792788414800657,0.0012435478360816093,0.0010645315720114515,0.0012961704296521918,0.0011434458569655583,0.001145187178687457,0.0012639861032382245,23
0.0014117428892083054,0.0013251493502174664,0.0012163875229135221,0.0011843736778916147,0.001219643115753267,0.001033022221882185,0.00135759574052151,0.001123027631059946,0.001482174671813274,0.0012484764287737028,24
0.0008595620638815522,0.001251343170147636,0.0014453532674157628,0.0011362342296988486,0.0010789200358002212,0.0011577602486689705,0.0010620838734908843,0.0007294482986999819,0.0013423712522800566,0.0011229331556440504,25
