OBJECT_ID,County_Name,Population,Town_Death,Death_Rate,Poisson,NB_BYM
314,Union,128333,422,0.0032883202294031934,348.60139959419377,424.86028998723236
315,Hunterdon,12787,5,3.910221318526629e-4,16.458644531444676,6.282435774599339
316,Union,13310,59,0.004432757325319309,22.029365070946866,55.60103337559989
317,Union,6826,7,0.0010254907705830648,15.294063301025744,7.695978762281314
318,Hudson,65091,76,0.0011675961346422701,128.55280279688122,78.73854634890834
319,Hunterdon,3881,1,2.576655501159495e-4,3.332978170678938,1.7066677279908389
321,Hunterdon,1488,0,0,1.3128737312034406,0.633537782196659
322,Union,13049,7,5.364395739137098e-4,16.154734575193253,8.222807964739827
323,Union,17406,22,0.0012639319774790303,30.528683533940164,22.78848022527881
324,Hunterdon,1309,0,0,1.4933506824019394,0.5314118157268227
326,Union,58297,71,0.0012179014357514108,166.14054675892007,76.0865389957434
328,Somerset,860,0,0,0.8798464553154925,0.4951553515740222
329,Somerset,8045,4,4.972032318210068e-4,10.67290787785173,5.023023961239874
330,Hunterdon,1139,0,0,0.6407212548379794,0.3327237036423325
331,Union,21913,17,7.757951900698216e-4,26.35395740319205,17.996780170837038
332,Somerset,2575,1,3.883495145631068e-4,3.6089701116915722,1.7016059151171492
333,Hunterdon,5812,1,1.7205781142463867e-4,5.802628671009955,1.6405853828778303
334,Somerset,7678,4,5.209690023443605e-4,6.031353538808177,4.355855586244273
335,Hudson,53193,31,5.827834489500498e-4,59.86443111744584,34.49736418561521
336,Essex,24784,27,0.0010894125242091673,40.5296503815857,28.219659812334385
337,Essex,20148,6,2.977963073257892e-4,22.900348032777053,8.095539310803167
338,Essex,16521,5,3.0264511833424126e-4,29.549534145100363,7.738115780738645
341,Hudson,14604,23,0.0015749109832922487,24.553718128116135,23.53299897491462
342,Hudson,68226,202,0.002960748101896638,168.3527828711944,205.08784712303282
343,Hudson,41412,92,0.0022215782864870087,105.83936794475567,93.0623506602247
344,Hunterdon,6124,0,0,7.178516538847048,1.6881045903341252
