OBJECT_ID,Town_Death,Poisson,NB_BYM
281,16,10.566519210172544,11.38928753499238
282,38,119.55131539978687,113.53940373543593
283,38,36.71188370541861,37.789968216249584
284,29,50.539933008068466,61.960035325855856
285,240,169.26839670790022,183.6269443736312
286,33,58.702744986634116,63.6135568755285
287,0,3.553657265796482,1.9557088436000318
288,33,12.071439084026368,14.689558112916481
289,0,2.0241343929315825,1.5516066690961143
290,28,23.897515896584913,19.510034019162703
291,0,4.553817465664765,3.097236310334246
292,36,36.67859429130832,44.610355145521474
293,113,129.57350444279135,152.37792830645466
294,1,2.2495294205489347,1.8503811689031295
295,0,4.971420508670657,3.521141860884418
296,69,58.16787642612059,51.67667592990043
297,0,1.6264981771179101,1.4726135126290816
298,12,11.017222837721276,14.709849937605766
299,114,80.00104208386348,77.24893968991452
300,2,5.9204569243482865,5.234909954817053
301,20,52.312580602174755,49.32697740528581
302,15,10.095433864023136,6.986682595582835
303,0,0.4162683068250805,0.2574921025112416
304,10,21.80179935534327,23.11125704013489
305,14,19.9384193673917,15.477942948027723
307,96,37.46006706881333,33.38320445150952
308,15,32.13457157439869,27.441170490937598
309,21,6.290635744932437,4.174442478816376
310,0,2.7810572258327064,2.514359835357499
311,42,37.15762268209521,31.540538344370045
313,8,13.880383787794932,13.556655021903886
314,422,309.3329697661067,430.5891409471568
315,5,14.166141778686375,10.398441545922509
316,59,19.779305665813062,24.751172437034725
317,7,13.820088810031958,9.670821584652256
318,76,122.7161262562977,114.38521087515554
319,1,2.9137802515467346,2.4115056980354512
321,0,1.0913077985965605,0.8076260202397265
322,7,16.80033820564325,14.365593866965412
323,22,29.91565454936581,28.579204135702902
324,0,1.1394891810240144,0.5955526283808947
326,71,164.0525008181586,168.56053094247156
328,0,0.7911275260956657,0.6217419929880372
329,4,9.701615940703633,8.002363036396982
330,0,0.5843551028127979,0.3872432023978771
331,17,27.86908864397459,26.51328634920218
332,1,3.222017200459737,2.3204430395938096
333,1,4.879381462377846,2.105131584110339
334,4,6.096460861043892,5.407801725013786
335,31,69.76062833608962,102.98292812786455
336,27,41.56922295990156,39.441281658535395
337,6,23.93001902945642,21.62305576532568
338,5,28.517671529275162,25.35008282674803
341,23,25.260561288002354,27.37164160498167
342,202,165.2271286154853,259.48052708573084
343,92,91.69164181291384,94.06484722567899
344,0,5.671919853363511,3.6764849376806463
345,231,118.95708241652721,108.0856350047945
346,92,82.00904579685287,88.85302948932798
348,142,142.84178239985488,200.61286995473412
349,32,23.62212605483404,30.041308031471537
352,50,46.67177278099376,46.11020864772737
353,66,84.96228593952591,86.95593756302293
354,70,68.44084723232532,90.24061345763249
356,162,156.36088425676914,Inf
357,186,107.33440762759902,96.94871268989382
359,9,7.990478787254087,8.258192045066924
361,2,3.1164359480370476,2.8787454113752253
363,36,49.1223461534539,44.62432543877706
364,14,14.547646703342556,15.221180578403251
368,11,12.952839451190105,10.996419544759931
370,69,90.4633492492014,85.57358462142047
371,14,23.07737296379613,19.372003343050416
378,52,59.2974264086736,59.29454556465623
381,48,16.920254036831935,13.904352388877959
390,4,9.18309370718536,7.014338128287439
399,17,16.84534235488574,13.322538793271054
400,3,5.464360785997423,3.7319134015649076
409,1,3.5267647882294773,3.5493271687704953
433,7,13.151773128690802,10.46932191943945
434,0,0.4260038304600887,0.3203483856028504
437,0,3.909775943899718,3.0866739543831785
462,1,4.273561158306643,2.8407604712670618
468,2,2.0631147614395964,1.514237263623722
470,12,16.99612122011987,11.86955235376511
472,2,4.176454909850528,2.7543045644835913
473,0,0.9028265183005538,0.5124151497188665
474,1,3.768687332750141,3.3389007741908183
475,0,2.7165440535702277,1.84822379785453
477,3,9.267607149443165,6.037313292179247
480,1,1.5880767251188619,1.3728478669545787
481,23,7.367025758586653,3.977046390374495
482,1,1.9699890579134511,1.0576410463210126
483,6,18.792018755574354,12.284901608999851
484,1,12.400650553046493,7.273366987654832
486,31,50.32129424501751,50.84401508168597
487,22,32.14816377424336,41.56894453354779
488,8,9.33322257672201,10.698780821885933
489,162,116.75008278184686,108.13999335086477
490,664,547.798913635254,605.1418295457278
491,516,536.7673180980331,610.2934497597248
492,12,11.885138720991517,9.26048628439462
493,3,5.707218501006403,3.7837422224498267
494,0,4.21839725775372,2.1567563714954066
495,2,3.559996036365905,2.2547464961835315
496,5,16.138095732152557,11.286390962561665
498,33,12.669238148056598,11.928974886235382
499,17,21.522315881329174,19.88491421766687
508,16,23.016671501098102,25.444776701358798
509,12,19.293946794023217,15.796525012591117
512,21,23.636543088842608,19.596976461571693
514,76,74.94531580194759,62.68074620899728
515,58,43.41233029686079,65.52548853055497
519,25,9.958947070540088,9.501704263897546
525,1,5.151884824932567,4.058119358571867
528,4,9.807093039779792,8.139429016972896
529,11,29.02245739923797,23.42704103835442
530,8,19.50354639491353,15.094273767015732
531,25,8.160443972628006,6.076893894836633
532,6,11.567832681669698,8.55328446347185
533,20,35.81645152421844,50.74640513521628
534,24,34.139734675708226,30.00772518286026
536,2,3.8484967893949635,2.613212692491082
537,56,11.58550409416698,8.10315912431195
538,1,3.2299056975059464,2.144214258502899
539,42,30.724757350847625,26.60649695173303
543,144,184.10104552465876,188.46255964029206
544,0,0.8134358200696951,0.6055713649863248
545,1,8.602786112782072,6.570921706631443
546,2,8.30162614033431,5.176642698858663
547,2,6.7131302443646534,5.18961082612019
550,98,35.1782613570192,30.84324764125468
551,47,38.7835604150138,35.55979229453686
553,1,12.83328553587419,17.79780693433987
554,36,30.526671375933397,21.78687447881299
555,2,3.8660772692835508,3.5207101792907163
556,11,18.884273985450292,12.582211506778515
561,9,7.652206137609443,6.847397582981686
562,19,20.289779370773175,20.099925757612645
563,9,8.409136123671624,7.782449307751822
565,4,3.667477923490628,1.584961979399053
