OBJECT_ID,Town_Death,Poisson,NB_BYM
1,0,1.4834366259586431,0.45674746249504566
2,0,1.074693811602956,0.6371587038173117
3,2,4.652111185142196,3.1143824074975504
4,0,3.7057894516437364,2.211972664101633
5,0,0.7495671287128504,0.5232229752763471
6,3,5.4642616688008605,3.0928925108555516
7,42,15.364130753855482,11.085612830374158
8,0,2.9860155561375734,1.592257922824446
9,0,4.3888273078626945,2.1683342438943405
10,13,13.121288943156312,9.392720285833901
11,0,4.614702776473941,2.3140716131103685
12,11,3.3457030371436485,2.7406436235697593
13,11,4.597641218404695,2.7498892838248823
14,3,19.06254856006527,11.766143818112626
15,0,2.8058737296860876,2.061498530566729
16,3,6.1317082069952935,4.17566563541465
17,0,0.25504510441153183,0.16718931235235887
18,0,9.934691484159478,10.488242694273781
19,2,13.452411169789487,9.972641449729583
20,3,2.6217225750383926,1.986277535857306
21,0,0.7931917665958883,0.5846384119244005
22,3,14.02798697074659,10.850556564937822
23,13,7.0344125252078165,6.317734207500949
24,31,8.075919127800084,7.837541970206126
25,2,2.640341323336264,2.1878337238323136
26,15,46.91246423528348,51.59974859736495
27,0,0.39966741227417024,0.23714342254947207
28,1,5.8645670888121675,3.34911236093606
29,0,0.9952465737561216,0.8176363309492127
30,39,22.46113541391365,16.788647307809033
31,1,12.25782654327155,9.38931261987819
32,36,44.25788649781892,60.245076885734036
33,0,0.19301228096945902,0.11882749919588916
34,2,4.02826288818064,3.154581674737331
35,1,4.602958789019194,2.81693873923021
36,4,3.2144069004312437,2.0594280704977224
37,0,1.0337234574983423,0.8657644090838389
38,0,1.229216263291186,0.7690741902140896
39,6,5.923826494949309,3.6301919632071193
40,2,1.3677523151113427,1.3028469894575687
41,57,79.36237296356883,68.17671849080668
42,0,0.7980741938747986,0.49226272145209105
43,0,1.5638708246401296,1.1218996452838346
44,0,1.2885987098612688,0.7122545881538921
45,1,4.725261411798737,3.7441200793078067
46,8,17.47976242758097,14.227851531450598
47,1,4.886625473370747,3.3057684829108296
48,0,1.0471415219443823,0.8788508052808164
49,0,2.582895813385485,1.7895838917150466
50,0,2.1610573534160813,1.7543865341295661
51,0,1.2310197540758712,0.8110602566995547
53,7,9.653079135407344,7.159512644259189
54,13,3.310194858104875,1.9856997090036952
55,0,3.211721324531895,1.9238251264177952
57,2,2.2668668303645494,1.3333340042623845
58,1,7.8424009484135055,5.043673066255993
60,3,10.990428642120689,7.511510905761455
61,1,3.8299480327286726,2.712612703651887
62,0,1.4171051048794252,0.7041683739561518
63,0,1.1527517696882223,0.8288110499766024
64,0,3.5080833731628047,2.221720809852897
65,12,29.45160724948586,21.378403946390808
66,0,1.867871968882317,1.6083278965302739
67,7,17.95761047426925,13.480367357183983
68,6,4.267380642830891,4.005625113402139
69,1,2.5699187621767936,1.7770101443120183
70,3,7.054855724552483,4.8543181198987515
72,2,2.1446957342156914,2.7351887714289527
73,1,6.632332677767915,5.107276304256449
75,0,0.5181208672453058,0.3061514856906442
76,17,22.984273551668153,15.867904757824732
77,0,0.47999335805633436,0.33124055895633775
78,29,24.715655315073693,21.91191648451285
79,35,34.04544181168316,27.689219193780744
80,1,1.8492234085042876,1.5103657143896971
81,4,7.883682257486446,5.9419508822251155
82,4,9.618198739646177,9.090562632597287
84,2,10.29768442483145,7.4992057920865935
85,1,1.5931598973756123,1.1673677163537943
86,40,39.74807162270567,30.286046559443015
87,3,7.62766589722295,6.749479230233309
88,11,6.745143842833173,4.906030340961309
89,5,4.564296614272862,4.243638565797363
90,1,1.33933816792114,0.909641941458208
91,1,7.761785790777225,5.820722252640617
92,11,29.154575408380214,20.21444790602061
93,1,2.0686976278864746,1.5628913968243627
95,11,18.41732495198299,18.465865914225205
96,2,5.375392739966633,3.905599173080565
97,1,3.6541436669960654,2.7595213013921644
98,1,0.7425937323776982,0.6909993459738843
99,1,3.2627860514941722,2.822653761414314
100,0,2.6800143479204053,2.754486703345717
101,58,62.04085871959368,52.86437088532969
102,3,3.4890154508304088,2.145570842137635
103,12,12.715779641404207,12.33816896464513
104,1,4.770323865968576,3.5567289092363974
105,4,4.26563651640102,3.550763000740113
106,3,7.927332620377931,6.782929659652668
107,1,3.430045574236574,2.6866503022968304
108,90,27.723652767249437,22.465300077325978
109,0,3.805534717550486,3.465458260784532
110,8,12.372690472101773,9.550044507826165
111,4,5.855278087694244,6.10549808336809
112,2,6.8351875647186535,4.6807159868105686
113,4,1.8876376185369252,1.383478158956999
115,18,18.060908190054654,12.520782355900845
116,4,5.222277991380734,4.094292052505393
117,0,1.1070881489912088,1.0697973803732732
118,2,3.3709024381913912,2.6317984870556717
119,3,7.901505123348661,5.566722062322983
120,2,2.9239142414719677,2.117008623289971
121,0,0.9482614012094628,0.5863738881741997
122,4,7.267041202909542,5.653447541620037
123,4,8.836676828862887,7.426913662964692
124,1,2.785347060668872,2.1196899699796425
125,4,9.94559042496635,8.232362517794822
126,2,7.823865941530016,6.134141582599025
127,1,6.062250911935594,8.936821731268976
128,9,1.5465302453502496,1.034371085948674
129,16,12.611805085724495,10.193773909009954
130,5,16.031401357059885,11.746728363083129
133,10,20.345682451284933,15.584683120944746
135,6,8.249018934442098,9.77980536747581
138,144,86.55276250443048,78.72490175306821
140,11,5.3266103635377915,3.9827287209985966
141,91,117.81240636214154,135.80540915607693
142,30,19.13713865523237,17.82681043091236
143,1,1.5952965694031342,1.4042786468901218
145,8,15.237837309060202,8.21317395043591
146,100,108.03691116989306,65.9042341592069
147,19,9.319096182063381,7.8163723698465954
148,16,47.295891006164354,44.57647544535986
149,1,4.300770786291407,2.975912737049623
150,42,42.8727974549017,39.91257792494496
151,24,20.242922167257756,16.806660540231725
152,1,7.520788624110031,6.681214003794379
153,63,15.693110871928857,12.568347786559244
154,3,5.494586222004193,4.760480367925042
156,9,2.725544638042073,2.053663689183309
157,3,3.663068847203787,4.000322330070821
158,27,14.686474444847576,12.9078723610979
159,1,0.5852858352986042,0.5956131687395876
160,3,12.000799856190254,9.756947339283087
161,5,5.084955167901126,5.19516103814613
162,1,6.924531431143966,7.708017185726895
163,162,170.10697204997984,73.10173351386547
164,30,57.61114937775163,59.11631139319174
165,0,3.3882745949317297,1.5687295200713653
166,166,87.0444538049201,81.18842653604979
167,4,4.726406488271264,3.9434524576043364
168,1,1.6053348903772782,1.490005528671061
169,4,11.513603270177535,14.604531120384602
170,2,1.994034232374126,1.3279486568792116
171,0,2.702706487713723,1.8177664190232865
172,27,16.327473136354264,16.088144357351936
173,4,9.091351546402324,6.936473333614808
174,5,5.032073243204037,3.95310054641863
175,198,72.60574971471384,79.22594582972393
176,82,19.008412039695493,16.20380747100196
178,9,13.54324057935911,7.857763403555664
179,7,10.00793082772661,7.5746394069548515
180,5,4.773431831116682,3.796769249050394
181,146,71.19128904503827,64.27435508005085
182,1,4.409144920208073,5.532250742699768
184,1,0.40173646868664875,0.3688992656330668
185,6,3.9013931602952163,3.1844267718556356
187,0,6.309906283865901,5.5927432502505665
189,74,52.11559199835502,43.06006380241611
191,5,9.008493544651943,6.944071389970382
203,77,140.5807053204608,163.3920479223662
207,186,95.47986160636665,82.38378001699206
223,3,3.6156474974365054,2.441015642719894
225,28,28.32638924766172,30.56695260785334
231,6,5.7541319402117965,5.988261748794884
233,23,22.710956813534025,25.812830629860606
236,127,129.12732586988625,75.97026292868011
237,3,4.650521775255908,4.05722209115358
238,4,2.4486322635127893,3.1091405024759995
239,18,44.71691201915214,31.773041574236423
243,0,0.864226120557704,0.6836664448321672
244,4,10.397004742956305,7.632401915260583
245,0,1.3287424346984327,0.8591222262748529
246,8,16.996703071869586,13.690101579052472
247,4,2.54635632690285,2.086195121703108
250,32,50.78522944901116,50.717976493242006
256,4,6.073013738795149,5.639759494116386
257,84,67.7453412270269,58.99621477009266
258,10,17.23872091570666,17.43173277236569
259,6,22.701495839390507,21.728501292359574
260,54,65.0004504826902,77.61432673133983
261,62,53.743740303724245,44.726981185132615
262,0,4.895320749368043,4.108138674847128
263,18,11.269750878386981,9.712499323195724
264,0,0.5822366113874745,0.7056923563959333
265,80,129.4872556254903,216.44767868619266
266,42,49.90689109607823,48.27135654592954
267,9,15.83827474065086,16.02034477888946
268,3,5.936050791063286,7.865554169235941
269,2,4.5687673770265524,3.0270857850827615
270,0,1.150357240474961,0.8829597050023924
271,137,136.48524821244982,242.77401896174138
272,146,108.55926285400004,104.65710129456107
273,3,19.851748385065108,20.484124593944927
274,7,14.327498724232509,13.596138733839604
275,3,6.248489134842569,6.905672681738463
276,76,36.12415715321275,33.54487474550442
277,1,1.2564867892156975,0.7563074946044339
278,22,20.09990122943681,15.571951112604935
279,7,17.735784664658176,19.612537453346132
280,13,18.991570117458057,26.998101695135173
